Census year,Occupation,Total Weight,Female,Male
2000,sailor,33284.0,0.05693426270880904,0.9430657372911909
1910,administrator,51058.0,0.025578753574366408,0.9744212464256335
2015,athlete,431818.0,0.39458753456317247,0.6054124654368276
1910,typesetter,137046.0,0.11786553420019555,0.8821344657998045
1850,mailperson,3809.0600000000004,0.0,1.0
1910,shoemaker,61578.0,0.07004124849784014,0.9299587515021599
2006,laborer,8336187.0,0.15201014564572507,0.8479898543542749
1980,veterinarian,37440.0,0.1388888888888889,0.8611111111111112
2002,fireperson,422846.0,0.052193942948496615,0.9478060570515033
1900,compositor,114349.24999999983,0.10961226243285373,0.8903877375671462
1850,carpenter,219047.80999999956,0.0,1.0
1920,scientist,38475.93,0.060759025187955173,0.9392409748120448
1870,physician,62590.60000000002,0.011356497621048523,0.9886435023789515
1980,auctioneer,7700.0,0.16623376623376623,0.8337662337662337
1960,nurse,1330560.0,0.9767015392015392,0.023298460798460797
1850,doctor,42876.95999999994,0.0,1.0
1870,gardener,31114.439999999977,0.0,1.0
1990,teacher,5245433.0,0.7439580297756162,0.25604197022438374
1860,paperhanger,1903.0099999999995,0.0,1.0
2006,setter,101663.0,0.030237156094154217,0.9697628439058458
2014,administrator,663743.0,0.5285449338072116,0.4714550661927885
1920,conductor,143012.32999999993,0.0027991292778741534,0.9972008707221258
1940,attendant,558027.0,0.2879179681269903,0.7120820318730098
2010,scientist,744586.0,0.42042960786262434,0.5795703921373757
1870,professor,2348.88,0.04901910697864514,0.9509808930213549
2001,setter,120820.0,0.04496772057606357,0.9550322794239364
1860,athlete,102.31,0.0,1.0
1970,millwright,186000.0,0.00967741935483871,0.9903225806451613
1910,baker,95476.0,0.04522602538857933,0.9547739746114207
1960,pharmacist,101000.0,0.09782178217821783,0.9021782178217822
2007,professor,1520796.0,0.4784251142165024,0.5215748857834976
1920,nurse,263307.9499999998,0.9673456118586621,0.032654388141337955
1990,painter,199564.0,0.18243771421699304,0.8175622857830069
2010,baker,237010.0,0.56399308046074,0.43600691953925996
2004,typesetter,68913.0,0.459869690769521,0.540130309230479
1980,chemist,112360.0,0.2125311498754005,0.7874688501245996
1900,constable,8481.32,0.004674979838044079,0.995325020161956
1930,stereotyper,7745.729999999998,0.018372703412073497,0.9816272965879265
2005,surgeon,860598.0,0.311455522787643,0.688544477212357
2000,newsperson,822226.0,0.5581713543478314,0.4418286456521686
2015,bailiff,16286.0,0.27809161242785213,0.7219083875721478
1900,librarian,224650.2300000016,0.2828979520742057,0.7171020479257944
1940,chemist,57748.0,0.03267645632749186,0.9673235436725082
1850,gardener,8252.769999999999,0.0,1.0
1900,cabinetmaker,40297.0900000001,0.007819671345995436,0.9921803286540045
1940,teacher,1070161.0,0.7474501500241553,0.25254984997584473
1980,weaver,93480.0,0.6596063329054344,0.3403936670945657
2012,carpenter,1558826.0,0.02087468389672741,0.9791253161032726
1990,soldier,1727938.0,0.1083754162475737,0.8916245837524263
2014,scientist,765077.0,0.4301684667033514,0.5698315332966486
1930,optometrist,7007.970000000002,0.040254167754713556,0.9597458322452864
2013,dancer,29269.0,0.863951621169155,0.13604837883084492
1910,plasterer,50040.0,0.0020183852917665867,0.9979816147082334
2013,administrator,636513.0,0.5218919330791358,0.47810806692086416
2011,administrator,595898.0,0.5215456336487116,0.4784543663512883
1980,cashier,2706960.0,0.8557126813842835,0.14428731861571653
2012,official,21156967.0,0.3924325258908803,0.6075674741091197
2007,upholsterer,55733.0,0.18900830746595373,0.8109916925340462
2012,fireperson,412585.0,0.05430638535089739,0.9456936146491026
2012,artist,250017.0,0.46339648903874536,0.5366035109612546
1900,therapist,3227.7900000000004,0.4153956732005488,0.5846043267994512
1880,unemployed,7253.489999999997,0.4968945983243928,0.5031054016756072
2013,athlete,436068.0,0.3738407771265032,0.6261592228734968
2002,judge,999979.0,0.315072616524947,0.684927383475053
2002,nutritionist,92950.0,0.9056697149004841,0.09433028509951587
1960,broker,702940.0,0.18525051924773095,0.814749480752269
2009,musician,1754387.0,0.6379396336156161,0.3620603663843838
1880,bookbinder,9292.000000000033,0.20880865260438985,0.79119134739561
2015,dancer,30117.0,0.8390941992894378,0.16090580071056215
1960,doorkeeper,368420.0,0.04598013137180392,0.9540198686281961
2010,secretary,5078240.0,0.9482291108730584,0.05177088912694162
2010,professor,1634161.0,0.5039564645099228,0.4960435354900772
2012,clerk,746843.0,0.3056894153121874,0.6943105846878126
2015,nutritionist,110026.0,0.9114754694344973,0.0885245305655027
2011,physicist,13952.0,0.17918577981651376,0.8208142201834863
1980,official,9982260.0,0.2862437964949821,0.7137562035050179
1970,doorkeeper,855800.0,0.05889226454779154,0.9411077354522085
2009,weaver,16259.0,0.6160280460052894,0.3839719539947106
2015,broker,2669056.0,0.5854170912862076,0.41458290871379244
2015,typesetter,31233.0,0.43748599237985464,0.5625140076201454
2003,typesetter,70462.0,0.4932445857341546,0.5067554142658455
2007,toolmaker,98094.0,0.03214263869349807,0.9678573613065019
2009,paperhanger,10025.0,0.2656359102244389,0.7343640897755611
1960,dietitian,42020.0,0.9424083769633508,0.05759162303664921
1950,doctor,199785.0,0.05863803588858022,0.9413619641114198
2001,janitor,4691337.0,0.5351050244312016,0.4648949755687984
2010,sales,8603790.0,0.4535183913135955,0.5464816086864045
2006,photographer,224587.0,0.4110300239996082,0.5889699760003918
1870,toolmaker,999.99,0.0,1.0
1920,shoemaker,69264.03999999998,0.0476156169925982,0.9523843830074018
2015,dietitian,110026.0,0.9114754694344973,0.0885245305655027
1880,postmaster,8086.079999999999,0.15768827416993156,0.8423117258300684
2006,lawyer,1083150.0,0.32522088353413653,0.6747791164658634
1900,technician,1254.1700000000003,0.015300956010748141,0.9846990439892518
2009,clerk,731870.0,0.30417970404580047,0.6958202959541995
2008,jeweler,118075.0,0.2204869786152869,0.7795130213847131
2014,librarian,1917133.0,0.8579952460262277,0.1420047539737723
1860,bailiff,2978.5499999999997,0.0,1.0
1980,physician,460260.0,0.14244122887063834,0.8575587711293616
1860,millwright,7582.699999999996,0.0,1.0
2006,carpenter,2115159.0,0.021618232955536675,0.9783817670444633
1990,photographer,169826.0,0.338752605608093,0.661247394391907
2011,attendant,10054186.0,0.7998189013014082,0.2001810986985918
2003,proprietor,20650843.0,0.39299030068651436,0.6070096993134857
1990,attendant,5616112.0,0.7988197172705958,0.20118028272940425
2001,accountant,2014823.0,0.5916589199150496,0.4083410800849504
2010,surveyor,133421.0,0.16127146401241185,0.8387285359875881
1870,plumber,13004.259999999978,0.008229610912116504,0.9917703890878835
1970,physicist,47700.0,0.05241090146750524,0.9475890985324947
1980,postmaster,41940.0,0.43872198378636146,0.5612780162136385
2008,proprietor,21644088.0,0.38579823737549024,0.6142017626245098
2009,economist,215959.0,0.5187512444491779,0.48124875555082214
2013,artist,258063.0,0.4630342203260444,0.5369657796739555
2000,author,196806.0,0.5439773177647023,0.4560226822352977
1910,inspector,72734.0,0.033106937608271235,0.9668930623917288
2007,lumberjack,54996.0,0.1406647756200451,0.8593352243799549
1960,osteopath,4540.0,0.13656387665198239,0.8634361233480177
2003,engineer,2944790.0,0.16294710318902197,0.837052896810978
1990,economist,168195.0,0.4420404887184518,0.5579595112815482
2012,dancer,39066.0,0.819971330568781,0.18002866943121895
2009,shoemaker,252107.0,0.035445267287302615,0.9645547327126974
1950,athlete,54854.0,0.22321070477996136,0.7767892952200387
1980,laborer,7367540.0,0.17410967568550698,0.825890324314493
1930,eletrotyper,7745.729999999998,0.018372703412073497,0.9816272965879265
2011,police,1078361.0,0.16577287197886423,0.8342271280211357
2005,veterinarian,71253.0,0.4639102914964984,0.5360897085035016
1920,blacksmith,201502.98999999985,0.0034885834696547213,0.9965114165303454
1990,janitor,4429209.0,0.4456917702461094,0.5543082297538906
1880,student,2346433.0199999115,0.5141547573346138,0.4858452426653862
1960,pilot,29000.0,0.006206896551724138,0.9937931034482759
1960,electrician,388440.0,0.011481824734836783,0.9885181752651632
2013,plumber,642716.0,0.014295583119138158,0.9857044168808619
1870,secretary,417.03000000000003,0.0,1.0
1920,draftsperson,53407.62,0.02886030120795497,0.971139698792045
1970,baker,287900.0,0.332754428621049,0.667245571378951
1940,waitstaff,611547.0,0.6671392386848435,0.33286076131515646
2004,setter,114266.0,0.05259657290882677,0.9474034270911732
2002,clerk,697007.0,0.32782741062858767,0.6721725893714123
2001,plasterer,48896.0,0.008589659685863874,0.9914103403141361
1860,dancer,293.13,0.3366083307747416,0.6633916692252584
2006,entertainer,279818.0,0.5723970580877571,0.42760294191224296
1850,jeweler,11605.049999999997,0.0,1.0
2012,architect,402191.0,0.22212083313649486,0.7778791668635051
1870,veterinarian,1006.6399999999999,0.0,1.0
1950,cook,489681.0,0.5251418780798112,0.47485812192018884
2007,statistician,68088.0,0.4400041123252262,0.5599958876747738
2015,author,300755.0,0.5880301241874616,0.41196987581253847
1870,weaver,21297.019999999997,0.4511898847820025,0.5488101152179976
2000,doctor,787375.0,0.26829655500873156,0.7317034449912685
1850,compositor,16125.669999999993,0.0,1.0
2000,driver,4901483.0,0.1239653386536279,0.8760346613463721
2015,clerk,777299.0,0.31618720723942784,0.6838127927605722
1900,pharmacist,54098.46999999986,0.024403462796637385,0.9755965372033626
1960,newsperson,450360.0,0.1849631405986322,0.8150368594013678
1920,dietitian,1638.03,0.9354285330549502,0.06457146694504985
2003,entertainer,253684.0,0.581029942763438,0.418970057236562
1920,guard,130369.54000000007,0.00942052875234506,0.990579471247655
2002,sales,8508011.0,0.4584268873183168,0.5415731126816832
1910,musician,146911.0,0.6266515100979505,0.37334848990204955
1860,jeweler,17120.060000000005,0.017079379394698377,0.9829206206053015
1940,conductor,64742.0,0.0108121466744926,0.9891878533255074
1900,administrator,39762.610000000015,0.03409006601930807,0.9659099339806919
2012,police,1102307.0,0.16802487873160563,0.8319751212683943
1900,farmer,5824509.990000187,0.06063459425880236,0.9393654057411976
1910,osteopath,2209.0,0.2272521502942508,0.7727478497057492
1950,dancer,15477.0,0.7865219357756671,0.21347806422433288
2010,tradesperson,6188207.0,0.04019031683975665,0.9598096831602434
1930,administrator,101644.03999999995,0.11139206981540685,0.8886079301845932
2007,newsperson,821243.0,0.5896354672125059,0.4103645327874941
2014,jeweler,117877.0,0.22514994443360453,0.7748500555663955
1880,bootblack,2027.1299999999992,0.0,1.0
1970,gardener,1121100.0,0.035054856837035055,0.964945143162965
2009,typesetter,54715.0,0.4952572420725578,0.5047427579274422
2009,nutritionist,105358.0,0.8981377778621462,0.1018622221378538
2014,plasterer,36511.0,0.007970200761414368,0.9920297992385856
2007,conductor,66591.0,0.06176510339235032,0.9382348966076497
1860,pharmacist,9610.910000000002,0.02090124660411969,0.9790987533958804
1860,operator,3963.7999999999997,0.0,1.0
1970,professor,1112900.0,0.32851109713361487,0.6714889028663851
2009,surveyor,141011.0,0.14376892582848147,0.8562310741715186
1900,operator,188209.0899999993,0.11693074973158879,0.8830692502684112
2013,draftsperson,189637.0,0.1930055843532644,0.8069944156467356
1980,sheriff,70380.0,0.13867576015913613,0.8613242398408639
2009,guard,2003089.0,0.25496071317849583,0.7450392868215042
2003,tradesperson,6421117.0,0.050573132369336984,0.949426867630663
1960,manager,5187300.0,0.16712355175139282,0.8328764482486072
1850,lawyer,24246.720000000023,0.0,1.0
2012,bailiff,16478.0,0.2815268843306227,0.7184731156693773
1970,sales,13253400.0,0.5334706565862345,0.4665293434137655
2001,surveyor,122374.0,0.11471390981744488,0.8852860901825551
1920,operator,539402.0300000007,0.4009629144332294,0.5990370855667706
2014,clergy,695198.0,0.3217356781808923,0.6782643218191077
2007,manager,21838017.0,0.3859056891475082,0.6140943108524918
2008,electrician,1021026.0,0.021646853263286147,0.9783531467367138
1940,janitor,461422.0,0.1825378937285175,0.8174621062714825
2002,driver,4941211.0,0.1281584615593222,0.8718415384406778
1950,instructor,118019.0,0.26227980240469756,0.7377201975953025
1920,laborer,9248929.130000046,0.11065448179080138,0.8893455182091986
2007,machinist,463457.0,0.05248167575416921,0.9475183242458308
2008,plumber,724570.0,0.01601501580247595,0.983984984197524
1880,mechanic,1426427.1700000032,0.22439078330231302,0.7756092166976869
1920,physician,135427.54000000015,0.04358810623009172,0.9564118937699083
1850,mechanic,196951.66999999998,0.0,1.0
1920,plumber,216152.55000000034,0.002831611285640623,0.9971683887143594
1970,peddler,416300.0,0.827768436223877,0.17223156377612298
2009,clergy,649764.0,0.3160131986382748,0.6839868013617252
2014,economist,370410.0,0.5529872303663508,0.4470127696336492
1880,gardener,40077.400000000474,0.013860929102187104,0.9861390708978128
1850,boilermaker,1954.7800000000002,0.0,1.0
1910,surgeon,140010.0,0.0501321334190415,0.9498678665809585
1970,surveyor,150700.0,0.0537491705374917,0.9462508294625083
2008,psychologist,199888.0,0.6805461058192588,0.3194538941807412
2010,physicist,15673.0,0.17444011995150896,0.825559880048491
2004,photographer,219561.0,0.3976935794608332,0.6023064205391668
1910,porter,118420.0,0.009305860496537748,0.9906941395034623
2012,nurse,4971631.0,0.8755004142503737,0.12449958574962623
1880,professor,3717.1100000000006,0.07490765675484448,0.9250923432451555
2004,lawyer,1104314.0,0.32436969919787306,0.6756303008021269
1930,machinist,646361.760000002,0.009395713632563878,0.990604286367436
2007,conservationist,49840.0,0.14813402889245586,0.8518659711075441
1930,painter,97611.18999999973,0.05642406367548655,0.9435759363245135
1850,chemist,511.22,0.0,1.0
2012,farmer,868410.0,0.15227024101518868,0.8477297589848113
1980,photographer,113340.0,0.2832186341979884,0.7167813658020117
1940,compositor,181787.0,0.06893232189320468,0.9310676781067954
1870,mechanic,829533.6499999997,0.21954709130847155,0.7804529086915285
2003,inspector,321151.0,0.3226737578273149,0.6773262421726851
2015,entertainer,343582.0,0.5779988474367109,0.42200115256328913
2001,broker,2189897.0,0.5697089863130549,0.4302910136869451
1910,bankteller,9028.0,0.02226406734603456,0.9777359326539654
2001,sheriff,8405.0,0.221772754312909,0.778227245687091
2009,smith,173890.0,0.03576398872850653,0.9642360112714935
1960,mason,235840.0,0.0039009497964721846,0.9960990502035278
2010,sailor,38349.0,0.03927090667292498,0.960729093327075
1980,optometrist,26480.0,0.09214501510574018,0.9078549848942599
1860,official,390303.2000000003,0.05326892016258125,0.9467310798374188
2008,doctor,902266.0,0.3289229562013863,0.6710770437986137
2003,statistician,54880.0,0.39296647230320697,0.607033527696793
1980,jeweler,93480.0,0.2640136927685066,0.7359863072314934
1920,lumberjack,40120.24,0.007301800786834775,0.9926981992131653
1950,osteopath,7405.0,0.07805536799459824,0.9219446320054018
1970,driver,4235400.0,0.061812343580299384,0.9381876564197006
1860,smith,18315.930000000004,0.005560187225000313,0.9944398127749997
2012,veterinarian,81833.0,0.5558393313211052,0.4441606686788948
2010,bookbinder,39438.0,0.47885288300623763,0.5211471169937624
2007,clerk,780308.0,0.31505123617853464,0.6849487638214654
2003,accountant,2227840.0,0.5863441719333525,0.4136558280666475
2012,pharmacist,313064.0,0.5291026754912733,0.4708973245087266
1880,peddler,53734.2700000002,0.05232787195210783,0.9476721280478921
1930,weaver,163550.71000000177,0.39512436234608206,0.6048756376539179
1940,machinist,502549.0,0.009061802928669642,0.9909381970713304
2010,newsperson,777944.0,0.5696849644704504,0.4303150355295497
1980,statistician,45800.0,0.45109170305676854,0.5489082969432314
2007,tradesperson,6674191.0,0.044694105997266184,0.9553058940027338
1860,draftsperson,299.15,0.0,1.0
1930,librarian,654701.9199999988,0.6379443946032723,0.36205560539672754
2002,typesetter,87318.0,0.4634783206211778,0.5365216793788222
2000,geologist,93534.0,0.2473111381957363,0.7526888618042636
1910,millwright,16452.0,0.0,1.0
1970,musician,728900.0,0.5907531897379613,0.4092468102620387
1990,clergy,481212.0,0.23056366009160204,0.769436339908398
2009,attendant,9489489.0,0.80625131658828,0.19374868341172005
1900,milliner,85812.26999999897,0.9535862412216802,0.046413758778319776
2014,secretary,4636315.0,0.9412121480097879,0.05878785199021205
2013,farmer,885645.0,0.15529472870055158,0.8447052712994484
1970,statistician,69000.0,0.4652173913043478,0.5347826086956522
2011,conductor,57509.0,0.06571145385939592,0.9342885461406041
2002,welder,709664.0,0.07774947017179962,0.9222505298282004
2002,mailperson,808796.0,0.2955380590408459,0.7044619409591542
1930,therapist,12766.84,0.4442195562880087,0.5557804437119913
1870,cook,56056.15000000001,0.7129007254333378,0.2870992745666621
2001,baker,233628.0,0.5470962384645676,0.4529037615354324
2008,mailperson,846307.0,0.2808047198002616,0.7191952801997384
1990,peddler,313227.0,0.692318989103749,0.30768101089625094
1850,paperhanger,606.01,0.0,1.0
1920,nutritionist,1638.03,0.9354285330549502,0.06457146694504985
2013,optometrist,38405.0,0.4001041531050644,0.5998958468949356
2003,attendant,7961812.0,0.8186905191933695,0.18130948080663045
2012,statistician,74274.0,0.45437165091418263,0.5456283490858174
1940,cabinetmaker,78125.0,0.0591488,0.9408512
1950,cabinetmaker,72208.0,0.007852315532904941,0.992147684467095
1980,guard,844880.0,0.1477132847268251,0.8522867152731749
1900,painter,41456.46999999994,0.050158395058720696,0.9498416049412793
2001,fireperson,383269.0,0.06147379516736287,0.9385262048326372
1960,peddler,83140.0,0.6242482559538128,0.37575174404618716
1930,gardener,120281.99999999997,0.016053607356046627,0.9839463926439533
1880,sailor,68886.37999999888,0.007086596798960954,0.992913403201039
2012,accountant,2515598.0,0.5960582732217151,0.40394172677828494
1920,instructor,29673.65,0.29272502708632075,0.7072749729136791
2009,physicist,14086.0,0.198139997160301,0.8018600028396989
1990,auctioneer,9916.0,0.159035901573215,0.840964098426785
1910,author,4411.0,0.4998866470188166,0.5001133529811834
2005,secretary,5397552.0,0.9577565903950531,0.04224340960494684
2002,bankteller,515864.0,0.9050292325108944,0.09497076748910566
2005,plasterer,57767.0,0.04777814323056416,0.9522218567694358
1910,sales,1402855.0,0.2559409204800211,0.7440590795199788
2009,statistician,71953.0,0.4031798535154893,0.5968201464845108
2013,clergy,664976.0,0.29455649527200983,0.7054435047279902
1950,mason,172104.0,0.0048110444847301636,0.9951889555152699
2008,plasterer,56958.0,0.019172021489518593,0.9808279785104814
1880,millwright,7835.330000000006,0.001351570386952431,0.9986484296130476
2001,surgeon,756576.0,0.27686841771348814,0.7231315822865119
2009,inspector,364212.0,0.3458864617310797,0.6541135382689203
2014,farmer,793923.0,0.14738331047217426,0.8526166895278258
2014,designer,1008695.0,0.5596359652818741,0.4403640347181259
2012,draftsperson,203684.0,0.20085033679621375,0.7991496632037862
2003,photographer,224241.0,0.401113088150695,0.598886911849305
1940,optometrist,12934.0,0.13576619761867945,0.8642338023813205
1990,artist,249572.0,0.5461229625118202,0.45387703748817976
1860,police,11822.869999999999,0.009361517127398002,0.9906384828726019
2011,soldier,1095196.0,0.13398332353295667,0.8660166764670434
1950,manager,4530167.0,0.12565254216897523,0.8743474578310247
1910,retired,102514.0,0.08612482197553505,0.9138751780244649
1860,secretary,99.86,0.0,1.0
2014,optometrist,40529.0,0.4174541686200005,0.5825458313799995
2012,clerical,13899334.0,0.6875320788751461,0.3124679211248539
1970,porter,56300.0,0.03019538188277087,0.9698046181172292
1960,sales,5787000.0,0.5522965266977709,0.44770347330222915
1920,bankteller,21149.12,0.10567390037977942,0.8943260996202206
2002,newsperson,781809.0,0.5775643411626113,0.42243565883738865
2006,tradesperson,6845653.0,0.046547349098763846,0.9534526509012362
1900,waitstaff,109701.67999999959,0.41438800207982196,0.5856119979201779
2015,economist,364230.0,0.5592674958130851,0.44073250418691484
1980,boilermaker,42820.0,0.017748715553479684,0.9822512844465203
2001,tradesperson,6301580.0,0.05553448500217406,0.9444655149978259
1920,teamster,288690.9200000003,0.004828277938218489,0.9951717220617815
2011,clerk,750301.0,0.3116762472660972,0.6883237527339028
2006,upholsterer,56902.0,0.20398228533267723,0.7960177146673227
2001,machinist,490366.0,0.0665095051451365,0.9334904948548635
2007,veterinarian,72651.0,0.4613838763403119,0.5386161236596881
2010,toolmaker,78481.0,0.029599520903148532,0.9704004790968515
2009,mechanic,12684862.0,0.2481225258895209,0.7518774741104791
2005,bartender,461755.0,0.5795324360320949,0.4204675639679051
1870,molder,29757.94999999997,0.0,1.0
1910,statistician,1004.0,0.0,1.0
2007,doctor,877351.0,0.317031609925788,0.6829683900742121
2010,economist,300273.0,0.5357624561648899,0.46423754383511007
2001,clerical,12416472.0,0.7070020372936854,0.2929979627063146
2004,mechanic,13085476.0,0.2736132029129089,0.7263867970870911
2004,pharmacist,255559.0,0.4788326766030545,0.5211673233969455
1870,jeweler,14664.809999999998,0.006717441276088815,0.9932825587239111
2003,lumberjack,64124.0,0.16015844301665524,0.8398415569833447
2003,guard,1769942.0,0.23205506169128706,0.7679449383087129
2013,architect,403379.0,0.2341842287278217,0.7658157712721783
1930,inspector,116564.57000000002,0.05304227519562764,0.9469577248043723
2005,gardener,1583569.0,0.07622212862211877,0.9237778713778813
1910,eletrotyper,4811.0,0.06256495531074621,0.9374350446892538
2009,scientist,719845.0,0.41151081135522233,0.5884891886447777
1920,clerk,127338.58000000002,0.03873170252094847,0.9612682974790516
1940,farmer,5232725.0,0.030796000171994516,0.9692039998280055
1990,dentist,171414.0,0.13314548403280946,0.8668545159671905
2002,porter,95791.0,0.15837604785418255,0.8416239521458174
1870,geologist,101.78,0.0,1.0
2006,conservationist,52279.0,0.20767420952963905,0.792325790470361
2005,tradesperson,6535608.0,0.05027213994474577,0.9497278600552542
2005,professor,1485748.0,0.4765135137318038,0.5234864862681963
1940,paperhanger,34932.0,0.10766632314210466,0.8923336768578953
2001,dentist,174520.0,0.16896057758423103,0.831039422415769
1900,athlete,13826.330000000009,0.03116951497613609,0.9688304850238639
2007,scientist,651471.0,0.39625401591168297,0.603745984088317
2011,sailor,31271.0,0.05618624284480829,0.9438137571551917
2006,judge,1083150.0,0.32522088353413653,0.6747791164658634
2015,boilermaker,22041.0,0.049181071639217824,0.9508189283607822
2010,musician,1795510.0,0.634458176228481,0.36554182377151895
1970,dietitian,122500.0,0.9159183673469388,0.08408163265306122
2007,inspector,355337.0,0.327539772103665,0.6724602278963351
1880,typesetter,61404.9099999986,0.038259969764633646,0.9617400302353664
1990,driver,4164049.0,0.1239094448696449,0.876090555130355
2005,librarian,2305581.0,0.8807380872760489,0.11926191272395115
2001,architect,421754.0,0.2196564822147508,0.7803435177852492
1970,sheriff,77000.0,0.06363636363636363,0.9363636363636364
2011,laborer,8233730.0,0.1463845668973843,0.8536154331026157
2006,shoemaker,341212.0,0.04037665732740935,0.9596233426725906
1990,dancer,28103.0,0.7826922392627121,0.21730776073728783
1930,milliner,40423.69999999981,0.8983766948596982,0.10162330514030186
2010,technician,3051233.0,0.5641519346441258,0.43584806535587417
1880,doctor,86424.27999999958,0.02488212803161345,0.9751178719683865
2013,soldier,1076828.0,0.13183442481064758,0.8681655751893524
2002,dancer,35557.0,0.8436876001912422,0.15631239980875777
1930,laborer,10210818.039999997,0.08585723754607358,0.9141427624539263
1970,psychologist,63800.0,0.38557993730407525,0.6144200626959248
1940,secretary,1173401.0,0.9284362293879075,0.07156377061209254
1870,entertainer,2233.3900000000003,0.13560999198527796,0.864390008014722
1910,pilot,100.0,0.0,1.0
1920,mason,125630.3299999997,0.004821526776217188,0.9951784732237828
1930,designer,24714.830000000027,0.3609318777430393,0.6390681222569607
1850,sheriff,1669.0099999999998,0.0,1.0
2000,therapist,550525.0,0.7685845329458244,0.23141546705417557
1930,bailiff,16001.39,0.022894886006778165,0.9771051139932219
1870,administrator,16673.930000000004,0.005766486964980661,0.9942335130350193
2010,guard,1932129.0,0.25188742573606626,0.7481125742639337
1860,postmaster,3246.6900000000005,0.03456443331516097,0.9654355666848391
1880,setter,1265.1000000000004,0.007920322504149866,0.9920796774958501
2014,architect,389985.0,0.24396066515378798,0.756039334846212
1900,welder,786.8199999999999,0.0,1.0
1870,clerk,1234.3,0.0,1.0
1930,dietitian,5942.459999999999,0.9624835505834285,0.03751644941657159
2008,fireperson,431063.0,0.05106910126826009,0.9489308987317399
2009,proprietor,21204848.0,0.38975596523964706,0.6102440347603529
2002,painter,257841.0,0.18343087406580025,0.8165691259341997
2002,dentist,165188.0,0.18089086374312904,0.819109136256871
2007,plumber,744795.0,0.016103760095059715,0.9838962399049402
2009,librarian,2194255.0,0.8710427912890708,0.12895720871092922
2011,tradesperson,6058751.0,0.040639069009437756,0.9593609309905623
2005,fireperson,405509.0,0.06083712075440989,0.9391628792455902
2000,waitstaff,2439299.0,0.7558601877014667,0.24413981229853332
2011,mason,211545.0,0.003181356212626155,0.9968186437873738
2009,bartender,506199.0,0.5949438857050291,0.40505611429497096
2012,optometrist,37053.0,0.41208539119639437,0.5879146088036057
1920,milliner,66717.79000000002,0.9712746780131656,0.028725321986834383
1920,typesetter,149097.15000000072,0.07478788159263905,0.925212118407361
2000,clerk,839239.0,0.3033986742751469,0.6966013257248531
2006,newsperson,832459.0,0.5880493814109764,0.4119506185890236
1850,clergy,29388.35000000001,0.0,1.0
1950,janitor,620230.0,0.22753978362865387,0.7724602163713461
1990,cashier,4052290.0,0.8109698466792851,0.18903015332071496
2004,machinist,443342.0,0.051849362343292536,0.9481506376567075
2003,shoemaker,319740.0,0.053646712954275345,0.9463532870457246
2011,cashier,5161368.0,0.7450730116511747,0.2549269883488253
1880,dentist,13036.72000000001,0.0031764124718487445,0.9968235875281513
2004,attendant,8066596.0,0.8149218084059249,0.18507819159407513
1870,craftsperson,90678.64999999997,0.0011680809098944464,0.9988319190901056
1910,teamster,425884.0,0.004942660442749669,0.9950573395572503
2009,upholsterer,46782.0,0.21754093454747553,0.7824590654525245
1960,tailor,58740.0,0.24446714334354783,0.7555328566564522
1930,engineer,569546.4499999996,0.006289495790905207,0.9937105042090948
1910,machinist,469257.0,0.007051573018623057,0.992948426981377
2010,veterinarian,82258.0,0.5221619781662574,0.47783802183374263
2002,shoemaker,283218.0,0.044961831522007785,0.9550381684779922
2000,optometrist,33571.0,0.27541628190998185,0.7245837180900182
2010,porter,100063.0,0.2109071285090393,0.7890928714909607
2013,veterinarian,78257.0,0.5268793845917937,0.47312061540820627
1960,entertainer,36160.0,0.41482300884955753,0.5851769911504425
2000,dancer,34340.0,0.8603960396039604,0.13960396039603962
2006,clerical,13302047.0,0.7007067408497354,0.2992932591502646
1940,millwright,43280.0,0.0,1.0
2005,physician,860598.0,0.311455522787643,0.688544477212357
1930,auctioneer,4395.820000000001,0.027407855644680627,0.9725921443553195
1930,draftsperson,77062.62999999996,0.023568232747831225,0.9764317672521688
1880,therapist,826.2800000000001,0.21196204676380884,0.7880379532361912
2001,guard,1574466.0,0.2476083954813886,0.7523916045186114
1900,manager,1385639.6800000006,0.06963326136849662,0.9303667386315033
1990,cook,3090406.0,0.5206487432395615,0.4793512567604386
2007,entertainer,294597.0,0.5625413700750517,0.43745862992494833
2005,operator,1938411.0,0.45148474704280983,0.5485152529571902
1970,surgeon,591300.0,0.10941992220531033,0.8905800777946896
1870,lawyer,44574.959999999985,0.0,1.0
2007,economist,215852.0,0.5492420732724274,0.4507579267275726
2002,chemist,94760.0,0.31958632334318277,0.6804136766568172
1920,doorkeeper,130369.54000000007,0.00942052875234506,0.990579471247655
2012,pilot,141306.0,0.07018102557570097,0.9298189744242991
1960,milliner,6720.0,0.9166666666666666,0.08333333333333333
2003,paperhanger,23277.0,0.3157623405077974,0.6842376594922026
1940,professor,73648.0,0.27547251792309363,0.7245274820769063
2000,postmaster,47399.0,0.5721639697040022,0.4278360302959978
2007,draftsperson,250180.0,0.22495403309617076,0.7750459669038292
2004,tradesperson,6510139.0,0.05191056596487417,0.9480894340351258
2001,designer,835569.0,0.5743942151994629,0.4256057848005371
2007,attendant,8845248.0,0.8084473154398837,0.19155268456011634
1950,police,236617.0,0.02527290938520901,0.974727090614791
1990,sheriff,134475.0,0.19140360661833056,0.8085963933816694
